make,model,year,miles,exterior-color,interior-color,accidents-reported,num-of-owners,price
Ford,Edge,2012,129209,Silver,Black,0,4,8995
Subaru,Forester,2014,123549,Red,Gray,0,3,11778
Toyota,Corolla,2021,29450,White,Black,0,1,22731
Jeep,Wrangler,2018,67262,White,Black,1,3,24998
BMW,3 Series,2021,3274,Black,Black,0,1,45999
Honda,Accord,2019,57549,Silver,Gray,0,1,25998
Volvo,S60,2020,22091,Black,Black,0,1,26998
Kia,Forte,2020,45583,Black,Black,0,1,17988
Volvo,S80,2004,74181,Silver,Beige,0,2,6495
Toyota,Tacoma,2021,8006,Gray,Gray,0,1,38998
Toyota,Mirai,2019,71373,Silver,Blue,0,3,8998
Mercedes-Benz,GLC,2019,39358,Black,Black,0,2,26986
Volkswagen,Tiguan,2020,54654,Blue,Black,0,1,22998
Honda,Civic,2022,32553,Red,Black,0,1,23495
Honda,Civic,2012,46486,Silver,Gray,0,3,13550
Ford,Escape,2019,108465,White,Gray,0,2,11995
Chevrolet,Camaro,2022,36151,Black,Black,0,1,24400
Jeep,Compass,2018,68250,Blue,Black,1,1,13499
Toyota,Camry,2022,43959,White,Gray,0,1,24400
Mercedes-Benz,GLB,2020,64761,White,Black,0,2,26444
Jeep,Grand Cherokee,2019,23240,White,Black,0,1,25998
Honda,CR-V,2014,70956,Gray,Gray,1,1,13499
Alfa,Romeo Stelvio,2022,25,Red,Black,0,1,33684
Toyota,RAV4 Prime,2021,13159,Silver,Black,0,1,42294
Honda,Passport,2022,2010,Black,Black,0,1,37856
Nissan,Rogue,2016,117896,White,Black,0,1,13599
Hyundai,Sonata,2013,82904,Silver,Gray,0,2,10995
Toyota,Corolla,2023,25273,Silver,Gray,0,1,19699
Dodge,Charger,2021,53353,Gray,Black,1,1,19999
Jeep,Grand Cherokee,2020,42885,Black,Black,0,1,27994
Nissan,NV200 Compact Cargo,2015,110993,White,Gray,1,1,11998
Hyundai,Sonata,2015,116291,Blue,Gray,0,1,9998
Toyota,Prius c,2018,77042,Black,Black,3,1,12999
Honda,Civic,2022,10805,Blue,Unknown,0,1,25995
Lexus,NX,2021,30707,White,Red,0,1,31500
Land,Rover Range Rover Velar,2018,67236,Gray,Black,0,2,26995
Ford,F-150,2020,47519,White,Gray,0,1,30930
Mercedes-Benz,GLC,2019,13520,Silver,Black,0,1,28495
Chevrolet,Express Cargo Van,2021,55751,White,Gray,1,1,28998
Toyota,Camry,2009,155980,Gold,Beige,0,3,5500
Ford,F-150,2021,43209,White,Gray,0,2,35998
Subaru,Crosstrek,2021,51073,Yellow,Black,0,1,24998
Subaru,Outback,2024,6157,Silver,Gray,0,1,33359
Ford,F-150,2018,42044,Gray,Gray,0,2,30998
BMW,5 Series,2023,6056,White,Black,0,1,49317
Ram,1500,2019,40718,White,Black,0,2,31998
Lexus,IS,2021,25097,Blue,Black,0,1,31000
Nissan,Versa,2021,65570,Silver,Gray,0,1,15674
Alfa,Romeo Stelvio,2022,86,White,Black,0,1,35298
Ford,F-150,2020,50197,Gray,Black,0,1,33998
Subaru,B9 Tribeca,2006,141511,Black,Unknown,2,2,5995
Ford,Transit Cargo Van,2020,56097,White,Gray,0,1,32578
Chevrolet,Malibu,2022,52126,Black,Black,1,1,20998
Toyota,Tacoma,2022,33228,White,Gray,0,1,35666
Kia,Forte,2021,21598,Gray,Black,0,1,17998
Volkswagen,Tiguan,2020,24391,White,Black,1,1,29998
Mercedes-Benz,GLB,2023,7125,White,Black,0,1,38777
Honda,Civic,2012,127177,Gray,Gray,0,2,8995
Mercedes-Benz,GLB,2023,9015,Red,Gray,0,1,42558
Alfa,Romeo Stelvio,2022,64,Black,Black,0,1,35688
Alfa,Romeo Giulia,2022,55,Blue,Black,0,1,30541
Audi,A5,2021,23731,Gray,Black,0,1,36995
Buick,Encore GX,2022,7437,Black,Black,0,1,19988
Toyota,Corolla,2021,60518,White,Gray,0,1,16000
Honda,Civic,2015,53941,Gray,Black,2,2,14708
Mercedes-Benz,SL,2005,82528,Silver,Gray,2,4,12995
Nissan,Rogue,2021,92871,Gray,Black,0,1,19998
Buick,Cascada,2016,54227,White,Black,0,2,15998
Mercedes-Benz,C-Class,2023,7193,White,Black,0,1,44385
Toyota,Corolla,2022,34565,Silver,Black,1,1,19293
Chrysler,200,2015,57578,White,Black,0,1,14998
Mercedes-Benz,C-Class,2020,25772,White,Black,0,1,27933
BMW,X3,2021,19229,White,Black,1,1,29991
BMW,3 Series,2015,76143,Black,Beige,1,5,10495
Mercedes-Benz,GLS,2017,71041,Silver,Gray,0,2,33986
Chevrolet,Equinox,2020,23791,Silver,Gray,0,1,18995
Honda,Civic,2019,68276,Gray,Black,1,3,16399
Toyota,Camry,2021,52534,Black,Black,0,1,20073
Nissan,Maxima,2014,122642,Blue,Black,1,2,8995
Toyota,Corolla,2022,16801,White,Black,0,1,19495
Lexus,IS,2015,55056,White,Unknown,0,2,22495
Jeep,Grand Cherokee,2019,93938,Black,Black,0,2,22998
Lexus,RC,2017,109119,White,Red,2,1,20845
Chevrolet,Silverado 1500,2014,98094,Silver,Black,1,5,19876
Toyota,Corolla,2020,31532,Black,Black,0,2,20064
Hyundai,Elantra,2021,13081,Red,Black,0,1,18998
Chevrolet,Impala Limited,2016,58353,Gray,Black,0,2,9500
Dodge,Grand Caravan,2019,58361,Red,Black,0,1,17600
Land,Rover Discovery Sport,2023,10607,White,Black,0,1,37777
Toyota,Corolla,2021,69058,Blue,Gray,0,1,17300
BMW,4 Series,2022,6647,Blue,Black,0,1,49999
Toyota,Corolla,2021,39688,Blue,Gray,0,1,19078
Chrysler,Pacifica,2022,33066,Black,Black,0,1,29998
Ford,Ranger,2020,33074,White,Black,0,1,31998
Honda,Accord,2014,106165,Silver,Black,0,2,9999
Honda,Civic,2019,36380,Blue,Gray,0,2,19998
Mercedes-Benz,GLE,2020,54285,White,Black,0,2,35998
Acura,ILX,2021,22646,White,Unknown,0,2,23500
Jeep,Wrangler,2020,21005,White,Black,0,2,33496
Toyota,Corolla,2020,36549,White,Black,0,1,19591
Ram,1500,2020,43024,Red,Black,1,1,29998
Alfa,Romeo Stelvio,2022,63,Black,Black,0,1,31072
Toyota,RAV4,2022,41077,Gray,Black,0,1,25593
Toyota,Corolla,2021,63499,White,Gray,0,1,16000
Mazda,CX-5,2022,12172,Red,Black,0,1,25649
Ford,F-150,2019,48190,White,Brown,0,1,43998
Toyota,Camry,2013,171456,Black,Unknown,0,2,10495
Nissan,Altima,2020,23493,White,Black,0,1,19998
Dodge,Grand Caravan,2016,146703,Gray,Black,0,2,6988
GMC,Yukon,2016,95999,White,Brown,0,3,25987
Kia,Sportage,2021,46285,White,Black,1,1,20000
Honda,Odyssey,2019,30811,Silver,Unknown,0,1,27994
Mercedes-Benz,GLB,2021,35704,White,Black,0,1,28987
Honda,Civic,2015,91040,Gray,Unknown,0,3,11995
Land,Rover Range Rover Velar,2020,49726,Blue,Black,0,1,33851
Mercedes-Benz,E-Class,2019,10629,Silver,Black,0,1,40000
Chevrolet,Traverse,2013,125196,White,Black,1,5,10995
Mercedes-Benz,C-Class,2019,32777,Black,Black,1,2,29500
Honda,Civic,2019,33111,Black,Black,0,1,19999
Mercedes-Benz,GLE,2021,42003,White,Beige,0,1,39991
Acura,RDX,2021,25613,Blue,Black,0,3,27995
Mercedes-Benz,GLC,2023,5614,White,Black,0,1,48515
Toyota,RAV4,2021,60665,Black,Black,0,1,22987
Chevrolet,Silverado 1500,2019,98416,White,Black,1,2,32995
Mitsubishi,Outlander,2019,72455,Black,Black,0,2,17998
Honda,Pilot,2018,102410,White,Black,0,2,20998
Ford,F-150,2019,70897,Blue,Black,0,1,29998
Ram,1500,2020,66634,Black,Black,0,1,36998
Acura,RDX,2023,3057,Blue,Black,0,1,38777
Mercedes-Benz,S-Class,2007,85760,White,Brown,2,3,8995
Kia,Forte,2021,39379,White,Black,0,1,17998
Lexus,NX,2021,23066,White,Red,0,2,30998
Audi,A6,2023,3119,Gray,Black,0,1,49997
Ford,F-150,2021,59756,White,Gray,0,2,36998
Ford,Transit Cargo Van,2017,87809,White,Gray,1,1,20999
Mercedes-Benz,GLC,2021,17605,Black,Black,0,1,33997
Mercedes-Benz,C-Class,2016,77738,Black,Black,0,4,21987
INFINITI,QX50,2020,28312,Black,Gray,0,1,26498
Toyota,Prius,2014,110915,Gray,Gray,0,3,13695
Hyundai,Sonata,2019,39599,White,Gray,0,2,18998
Chrysler,Town & Country,2014,146896,Gray,Black,0,5,5495
Toyota,Camry,2020,49179,Black,Black,0,1,21995
Hyundai,NEXO,2020,34563,White,Gray,0,1,12950
Ford,F-150,2021,53667,White,Gray,0,1,35998
Mazda,CX-5,2021,22943,Blue,Black,0,1,23896
Mercedes-Benz,GLC,2020,32299,White,Unknown,1,1,29998
Toyota,Avalon,2021,40595,Silver,Black,0,1,30998
BMW,5 Series,2003,186816,Black,Black,0,8,6997
Cadillac,Escalade,2011,137244,White,Beige,0,2,15500
Nissan,Sentra,2021,44122,White,Black,0,1,18891
BMW,3 Series,2016,70102,Black,Black,0,1,14999
Ford,Transit Cargo Van,2020,53669,White,Gray,0,1,33995
Mitsubishi,Outlander,2019,56038,Red,Black,0,1,19896
Mercedes-Benz,GLA,2023,5375,Blue,Beige,0,1,40740
Mercedes-Benz,M-Class,2010,135592,Black,Black,0,2,7999
Subaru,Outback,2021,2306,Green,Gray,0,1,32493
Honda,CR-V,2018,49702,Silver,Gray,1,1,24998
Volkswagen,Tiguan,2016,39566,Gray,Black,0,1,17998
Lexus,RX,2021,50587,Tan,Black,1,1,32998
Mercedes-Benz,GLA,2015,92678,White,Black,0,2,16998
Jeep,Wrangler,2020,38746,Gray,Black,0,1,32998
Audi,Q7,2020,61605,Black,Black,0,1,28918
Honda,Civic,2022,24646,Gray,Black,0,1,23995
Jeep,Wrangler,2017,111065,White,Black,1,2,21997
Ford,Mustang,2016,68407,Gray,Black,2,2,18998
Mercedes-Benz,GLE,2021,24998,Gray,Black,0,1,45998
Bentley,Flying Spur,2008,76195,Blue,Unknown,0,3,28995
Nissan,Sentra,2021,35750,Gray,Black,2,1,16999
Toyota,Prius,2012,198438,Gray,Gray,0,1,8395
Toyota,Corolla,2016,116627,Blue,Gray,0,2,14998
Maserati,GranTurismo,2011,22571,Black,Beige,0,3,32999
Audi,S7,2014,72485,Red,Black,0,2,24987
Chevrolet,Camaro,2020,62514,Blue,Black,2,2,21987
Mercedes-Benz,GLK,2015,38846,White,Unknown,0,2,18999
Volvo,XC40,2021,25109,White,Black,0,1,31991
Jeep,Wrangler,2018,104556,Blue,Black,0,1,28998
Jeep,Wrangler,2019,82313,White,Black,2,1,26998
Kia,Soul,2014,86698,Brown,Black,0,1,12599
Toyota,Corolla,2020,107125,Unknown,Unknown,0,2,14650
Toyota,RAV4,2018,68049,Black,Black,0,2,22998
Volvo,S60,2017,101389,White,Beige,1,2,14998
Toyota,Highlander,2021,43510,Black,Black,0,3,37998
Toyota,RAV4,2018,70041,Gray,Black,0,3,22998
Honda,Pilot,2013,105642,Black,Unknown,0,2,15998
Audi,A6,2014,67217,Gray,Black,2,1,19998
Honda,Fit,2016,39162,White,Black,0,3,17998
Volkswagen,Jetta,2019,44512,Black,Black,1,1,16998
Toyota,GR Corolla,2023,1789,White,Black,0,1,46998
Hyundai,Sonata,2013,123453,Blue,Gray,1,1,11998
Hyundai,Elantra,2021,42953,Black,Gray,1,1,20998
Land,Rover Range Rover Evoque,2020,11081,White,Black,0,2,35998
Nissan,Sentra,2022,44666,Gray,Gray,2,1,20998
BMW,X5,2016,56564,White,Black,1,3,26998
Hyundai,Elantra,2016,104746,Silver,Gray,0,2,12599
MINI,Hardtop,2013,34829,Blue,Black,0,2,15998
Kia,Forte,2022,14277,White,Black,0,1,18641
MINI,Countryman,2021,31754,White,Gray,0,1,24999
BMW,5 Series,2010,114550,White,Black,0,3,7995
Ford,F-150,2021,42080,White,Gray,0,1,37998
Toyota,Corolla,2021,45301,White,Gray,0,1,19291
Toyota,Camry,2018,45881,Red,Gray,0,1,18498
Ford,Explorer,2020,50975,White,Beige,0,1,21120
Honda,Civic,2020,26064,Gray,Black,0,1,20500
Jeep,Grand Cherokee,2015,112461,White,Beige,0,1,13995
Nissan,Versa,2021,51155,White,Gray,0,2,15857
Ford,F-150,2023,5350,Blue,Black,0,1,37999
Nissan,Sentra,2019,52053,White,Black,0,3,12490
Ford,Escape,2013,79850,White,Black,0,4,9500
Subaru,Crosstrek,2019,31066,Gray,Gray,0,1,22799
Chevrolet,Malibu,2022,40867,White,Gray,0,1,20998
Nissan,Altima,2020,44619,Silver,Black,0,1,17999
Ford,Explorer,2018,54327,Black,Black,1,2,20485
Acura,MDX,2022,41907,Black,Black,0,1,36965
BMW,3 Series,2011,108470,Gray,Unknown,0,4,7995
BMW,X5,2015,134985,Unknown,Unknown,2,2,14995
Nissan,Altima,2020,40274,White,Black,0,1,17991
Mazda,CX-5,2020,32289,White,Black,0,1,22495
Ford,F-150,2019,104905,White,Gray,0,1,15999
Ford,Fusion,2020,68861,Unknown,Unknown,0,1,18991
Jeep,Compass,2022,13977,Black,Black,1,1,23959
Nissan,Rogue,2021,14943,Red,Black,0,1,24998
Dodge,Charger,2021,41440,Black,Black,0,2,27888
Toyota,Camry,2018,31396,Silver,Gray,0,2,21998
Mercedes-Benz,C-Class,2019,73296,Black,Black,0,2,20999
Chevrolet,Malibu,2020,38029,White,Black,0,1,20998
Ford,Escape,2021,23155,White,Black,0,1,23998
Toyota,Tacoma,2017,76815,Black,Gray,1,3,27500
Nissan,Pathfinder,2017,103260,Black,Black,0,3,10995
Volkswagen,Tiguan,2020,33271,Black,Black,1,1,23998
Subaru,Forester,2017,83415,Silver,Black,0,2,17595
Chevrolet,Tahoe,2021,75854,Black,Black,0,1,44998
Chevrolet,Silverado 1500,2020,34296,White,Black,0,1,37998
Hyundai,Santa Fe,2023,6659,Blue,Black,0,1,32998
Ram,2500,2021,16763,White,Gray,1,1,35999
Toyota,RAV4,2021,24164,White,Gray,0,1,29005
Toyota,Corolla,2020,51445,White,Black,0,3,18998
Toyota,Corolla,2022,55175,White,Gray,0,1,17399
Toyota,Sienna,2022,36981,Black,Gray,0,1,37894
Subaru,Outback,2021,41419,White,Gray,0,1,24999
Lincoln,MKC,2018,32702,Black,Black,0,2,20495
Ford,Escape,2020,12789,White,Gray,0,1,22998
BMW,X3,2021,38581,Silver,Black,1,1,27806
Nissan,Altima,2019,37916,White,Gray,0,2,18995
Jeep,Compass,2016,91570,Silver,Unknown,0,3,8999
Ford,Super Duty F-550 Chassis Cab,2019,72649,White,Black,0,1,41998
Subaru,Outback,2021,32683,Green,Beige,0,1,28399
Kia,Forte,2021,34855,White,Black,2,1,17655
INFINITI,QX50,2020,21949,Blue,Gray,0,1,26998
Toyota,Camry,2020,35399,Black,Black,0,1,27788
Nissan,Sentra,2022,34581,White,Black,0,1,18288
Nissan,Altima,2017,70821,White,Black,2,3,13995
Mazda,CX-30,2021,17131,White,Gray,0,1,25998
Nissan,Sentra,2020,75915,Gray,Beige,0,1,17998
Nissan,Rogue,2017,82765,Red,Black,0,2,16998
Honda,Odyssey,2019,60490,Brown,Gray,1,4,28998
Mercedes-Benz,E-Class,2015,61719,Silver,Black,0,2,18500
Toyota,Prius v,2014,117233,White,Gray,1,2,14998
Cadillac,Escalade,2013,120684,White,Black,0,2,18495
Hyundai,Elantra,2020,38954,Silver,Black,2,1,15700
Mercedes-Benz,CLS,2013,93898,Silver,Beige,1,3,15995
Honda,CR-V,2018,56283,Gray,Black,0,3,21998
Honda,Accord,2021,35442,White,Unknown,0,1,24998
Nissan,Altima,2021,61178,Gray,Black,1,1,16998
BMW,5 Series,2016,79905,Gray,White,0,2,16498
Audi,A5,2023,4263,Black,Black,0,1,40551
Chevrolet,Trax,2020,25693,Red,Black,0,1,15995
Jeep,Grand Cherokee,2014,63200,Blue,Black,0,3,18998
Land,Rover LR4,2012,95372,Black,Black,0,4,15995
Jeep,Grand Cherokee WK,2021,64314,Black,Black,0,1,24744
Nissan,Versa,2021,61306,Black,Gray,0,1,15288
Honda,Pilot,2022,4931,White,Unknown,0,1,33988
Subaru,Crosstrek,2018,61983,Orange,Black,0,2,19649
Toyota,Corolla,2022,27732,Silver,Black,0,1,19515
BMW,X5,2021,31546,Gray,Black,0,2,37996
Hyundai,Sonata,2017,67070,White,Gray,0,1,13498
Hyundai,Santa Fe,2021,29426,Silver,Gray,0,1,20989
Toyota,Camry,2020,35563,White,Black,0,1,24998
Toyota,Corolla,2010,110394,Gray,Black,1,1,8499
Toyota,Camry,2014,117455,White,Black,0,3,10495
Nissan,Sentra,2020,27094,White,Black,0,1,18591
Mercedes-Benz,GLA,2021,35930,White,Beige,0,1,27433
Lexus,CT,2015,39273,White,Black,1,2,22998
Kia,Seltos,2021,4340,Gray,Black,0,1,21498
Jeep,Wrangler,2014,104000,Silver,Black,0,3,19988
Ram,1500,2019,48152,Silver,Black,1,3,36998
Nissan,Altima,2023,3647,White,Black,0,2,29998
Nissan,Altima,2020,41197,Silver,Black,0,1,18000
Porsche,Macan,2021,20658,Blue,Black,0,1,42998
Cadillac,Escalade,2014,79433,White,Beige,0,2,22988
Jeep,Gladiator,2021,28982,White,Black,0,1,39777
FIAT,500,2012,106892,White,Beige,2,3,6495
Hyundai,Tucson,2013,71745,Gray,Black,1,1,13599
INFINITI,QX50,2021,24955,Gray,Gray,0,1,28998
Toyota,Corolla,2020,46689,Black,Black,0,2,17977
Hyundai,Elantra,2016,96953,Black,Black,1,3,8995
Lexus,NX,2021,25441,Gray,Black,0,1,29705
Kia,Telluride,2020,120980,Gray,Black,1,1,23998
Mercedes-Benz,GLC,2022,11301,Gray,Gray,0,1,35998
Ford,Escape,2018,74038,Gray,Gray,0,1,15998
Kia,K5,2022,58892,Gray,Black,0,1,19599
Toyota,4Runner,2015,89016,Gray,Black,0,3,27444
Lexus,NX,2021,22795,Gray,Black,0,1,30615
Ram,ProMaster City Cargo Van,2021,32878,White,Black,0,1,27997
Subaru,Ascent,2023,5418,Silver,Gray,0,1,44800
Subaru,Outback,2022,19733,Black,Gray,1,3,29998
Mercedes-Benz,GLA,2017,62839,Gray,Black,1,2,17563
Mercedes-Benz,C-Class,2017,84780,Gray,Blue,0,2,18182
Ford,Super Duty F-250,2019,61099,Gray,Gray,0,1,39998
Honda,Accord,2023,3538,White,Black,0,1,25739
Toyota,Mirai,2019,23390,Silver,Black,0,2,13495
Toyota,RAV4,2022,28068,Gray,Gray,0,1,28998
Nissan,Versa,2021,60534,Gray,Gray,0,1,14488
Subaru,Crosstrek,2021,28147,Blue,Black,0,1,26009
INFINITI,QX60,2014,47213,Silver,Gray,0,1,20998
GMC,Yukon,2017,80586,Black,Black,1,1,30987
Chevrolet,Tahoe,2021,27019,Black,Black,0,1,45793
Acura,RDX,2015,49279,Red,Black,0,2,17489
Lexus,RX,2020,25363,White,Black,0,1,35200
Honda,CR-V,2022,8124,Silver,Gray,0,1,33995
Mercedes-Benz,E-Class,2020,42859,Silver,Black,0,2,34269
Lexus,RX,2016,55541,White,Brown,2,1,24999
Chevrolet,Silverado 1500 LTD,2022,50071,White,Black,1,1,36998
BMW,X5,2019,21933,White,Black,0,1,38900
Chevrolet,Impala,2019,52582,Black,Black,0,1,17498
Nissan,Kicks,2021,25829,Black,Black,0,1,18991
Porsche,Macan,2018,40585,White,Black,0,4,32998
Chevrolet,Camaro,2014,114516,Gray,Black,0,4,11999
Ford,F-150,2020,38400,Black,Black,0,1,35998
Chevrolet,Silverado 1500,2020,52538,Silver,Black,1,1,42995
Hyundai,Elantra,2019,13314,Black,Beige,0,1,16555
Chevrolet,Tahoe,2018,97560,Gray,Black,0,3,31998
Honda,Accord,2018,110923,Black,Black,0,2,17888
Toyota,Sienna,2010,170124,Black,Gray,1,1,6994
Toyota,Tacoma,2023,10359,Green,Black,0,1,41125
Honda,Civic,2012,92964,Red,Gray,2,3,9500
INFINITI,Q50,2014,73175,Silver,Gray,0,2,19998
Land,Rover Range Rover Sport,2013,88547,White,Black,0,2,15995
Kia,K5,2021,37366,Silver,Black,0,1,18995
Toyota,Corolla,2022,47396,Black,Gray,0,1,17995
Nissan,Versa,2017,64545,White,Black,0,3,8987
Cadillac,ATS-V,2018,43907,Red,Black,0,2,39876
Honda,Civic,2015,97441,Black,Black,0,2,15998
BMW,X3,2021,31308,Gray,Black,1,1,35998
Dodge,Challenger,2020,61648,Black,Black,1,1,18991
Kia,Forte,2022,7965,Blue,Black,0,1,21992
Dodge,Challenger,2016,46706,White,Black,0,3,33100
Nissan,Sentra,2017,93195,Silver,Black,0,2,9792
Kia,K5,2021,10999,Red,Black,0,1,25656
Lincoln,Nautilus,2021,8152,Unknown,Beige,0,1,35685
Kia,Forte,2021,31460,Gray,Black,0,1,17804
Lexus,IS,2006,115134,Unknown,Unknown,0,3,8995
Honda,Civic,2016,127909,Silver,Unknown,0,2,13750
Ram,ProMaster Cargo Van,2021,67050,White,Black,0,1,29988
Mazda,CX-30,2020,21162,Silver,Black,0,1,21998
Honda,Odyssey,2022,14994,Red,Beige,0,1,33998
Volkswagen,Tiguan,2021,30519,Silver,Black,0,1,18967
Audi,A5,2016,57313,Black,Black,0,2,21995
Mercedes-Benz,GLK,2014,89332,Black,Brown,0,3,12989
Mercedes-Benz,GLE,2020,54309,Gray,Black,0,1,33999
Ford,F-150,2019,156241,White,Black,0,2,21900
Toyota,Tacoma,2022,29422,White,Black,0,1,30995
Scion,FR-S,2015,56614,Yellow,Black,2,2,17850
Toyota,Camry,2017,75710,White,Black,1,2,16499
BMW,X1,2017,75133,Black,Black,1,4,14400
Kia,Sportage,2020,23475,Red,Black,1,1,16995
Toyota,RAV4,2021,33324,White,Black,0,1,29998
Ford,Edge,2017,73638,White,Beige,0,2,16998
Toyota,Corolla,2023,14627,White,Unknown,0,1,22995
Mercedes-Benz,GLB,2023,16847,White,Black,0,1,32999
Chrysler,Pacifica,2018,84586,White,Black,0,1,21998
Toyota,RAV4,2019,55205,Black,Black,0,2,25035
Audi,TTS,2017,61801,Black,Red,0,2,28888
Mercedes-Benz,GL,2015,94152,Gray,Black,0,3,22499
Kia,Forte,2020,34901,Gray,Gray,0,1,16995
Chevrolet,Silverado 1500,2019,82431,Black,Black,0,1,26885
BMW,3 Series,2019,53046,White,Beige,1,2,21999
Mercedes-Benz,C-Class,2018,49903,Black,Unknown,0,2,22998
Mercedes-Benz,GLA,2018,56075,Black,Black,1,4,20109
Chevrolet,Blazer,2020,57489,Gray,Black,0,2,23500
Volkswagen,Passat,2020,22924,Black,Black,1,1,19998
Nissan,Sentra,2021,60013,White,Black,0,1,18891
Hyundai,Sonata,2015,107558,Silver,Gray,0,2,14998
Honda,Accord,2021,47563,Black,Black,0,2,23919
Ford,Fusion,2016,95995,Gray,Gray,1,3,10495
Toyota,Corolla,2017,38065,Black,Gray,1,2,18998
Volvo,XC60,2021,21348,Blue,Unknown,0,1,33691
Chevrolet,Equinox,2013,109837,Gray,Black,0,2,8995
Toyota,Tacoma,2019,38701,White,Gray,0,2,24995
Toyota,Tacoma,2017,120425,Silver,Gray,1,2,23100
Honda,CR-V,2019,50940,White,Black,0,1,19990
Toyota,Corolla,2020,39731,Blue,Black,0,1,19994
Kia,Optima,2020,22560,White,Black,0,2,18998
Jeep,Cherokee,2021,11570,White,Black,0,2,23030
Volkswagen,Tiguan,2013,107311,White,Black,0,3,7995
Mercedes-Benz,CL,2011,108492,Black,Black,2,4,19987
Honda,Civic,2016,86964,Gray,Gray,1,4,13399
Ford,Escape,2020,33103,White,Gray,0,1,19998
Jeep,Wrangler,2021,32110,White,Black,0,1,32998
Toyota,Prius,2015,78007,Gray,Gray,1,2,16995
BMW,X5,2011,105424,White,Unknown,3,2,9995
Pontiac,Solstice,2008,79559,Black,Black,0,5,11795
Nissan,Versa,2019,28269,Gray,Black,2,3,10795
Ford,Transit Passenger Wagon,2016,245646,White,Black,0,1,17995
Toyota,Tacoma,2019,31914,White,Black,0,1,42998
Ford,Fusion,2018,68502,Silver,Gray,0,1,18998
Jeep,Compass,2018,58555,White,Black,0,2,16995
Kia,Soul,2020,64638,White,Black,0,2,20998
Acura,MDX,2020,36904,Gray,Black,0,1,28545
Mercedes-Benz,C-Class,2023,3755,Black,Black,0,1,45940
Volkswagen,Golf Alltrack,2017,96810,Black,Beige,1,1,17176
Cadillac,CT4,2020,36682,White,Black,0,1,31995
Kia,Optima,2016,103378,Purple,Beige,0,4,8400
Mercedes-Benz,CLA,2015,76806,Black,Black,1,2,13494
Chevrolet,Cruze,2018,107459,Blue,Black,2,1,10998
Hyundai,Tucson,2021,27131,Gray,Gray,0,1,21998
Mazda,CX-5,2023,6869,Blue,Black,0,1,30750
Subaru,Outback,2021,40623,Gray,Gray,0,1,24488
Toyota,Prius Prime,2018,54061,Gray,Black,1,1,23998
Hyundai,Santa Fe Sport,2018,30035,Gray,Beige,0,1,19998
Mazda,CX-5,2019,33975,White,Beige,0,2,23998
Chevrolet,Malibu,2022,33164,Gray,Gray,0,1,19998
Chevrolet,Equinox,2015,94668,Black,Black,0,2,14998
Mercedes-Benz,C-Class,2018,59515,Black,Black,0,2,22998
BMW,4 Series,2017,58597,Black,Black,0,2,21998
BMW,3 Series,2014,44920,Black,Brown,0,2,18998
Dodge,Durango,2018,82734,Black,Black,0,2,42998
Honda,Accord,2021,27681,Red,Black,0,1,23751
Ram,1500,2022,28537,White,Black,0,1,41998
Toyota,Camry,2007,153200,White,Black,0,2,6500
Ford,Focus,2014,74255,Black,Black,0,2,8999
Toyota,Corolla,2021,34105,White,Black,0,1,21998
Chevrolet,Camaro,2012,86277,Silver,Gray,1,5,11999
Kia,Sorento,2012,122903,Silver,Black,0,1,7498
Ford,Escape,2020,14991,White,Gray,0,1,21998
Audi,A3,2023,3670,Black,Black,0,1,31894
Chrysler,Pacifica,2022,39767,Gray,Black,0,1,27998
Land,Rover Range Rover,2009,116233,Unknown,Unknown,1,5,10995
Ram,1500,2019,97414,Red,Black,0,2,27998
BMW,4 Series,2021,11709,Gray,Black,0,1,35999
Honda,HR-V,2018,38144,Gray,Black,0,1,18080
Ford,F-150,2020,53981,Black,Black,0,2,39998
Jeep,Grand Cherokee,2017,110677,Black,Black,1,2,15995
Hyundai,Kona,2022,30250,Silver,Black,0,1,18998
Jeep,Wrangler,2018,28546,Black,Black,0,1,34998
Jeep,Grand Cherokee,2020,64488,Black,Black,0,1,24497
Ford,Mustang,2017,15404,Red,Black,0,3,28499
Kia,Forte,2023,10189,Gray,Black,0,1,21991
Volkswagen,Jetta,2021,61784,Blue,Black,0,1,17851
Ram,1500,2021,85851,Silver,Gray,0,2,31990
Ford,Fusion,2019,92186,White,Black,0,2,13290
Ford,Escape,2017,66095,White,Black,0,2,13009
Ford,Escape,2017,104814,Black,Black,0,2,9950
Land,Rover Range Rover Sport,2020,58917,White,Unknown,0,1,38775
Mercedes-Benz,GLC,2022,56463,White,Black,0,1,31995
Land,Rover Discovery Sport,2016,117120,Black,Black,0,2,15995
Ford,Explorer,2020,41568,White,Beige,0,1,30998
Honda,Civic,2014,103064,Gray,Gray,0,2,11500
Maserati,Ghibli,2019,17904,White,Black,0,1,36987
Chrysler,Pacifica,2022,23813,Black,Black,0,2,31998
Volvo,V60,2020,16883,White,Unknown,0,2,32991
Genesis,G70,2023,4818,Blue,Gray,0,1,37000
GMC,Yukon,2015,90045,Black,Black,0,2,23999
Toyota,Sienna,2015,113479,Silver,Black,0,1,19998
Toyota,Corolla,2021,53024,Blue,Gray,0,1,18099
Volvo,XC90,2020,35793,Gray,Beige,0,1,33395
Cadillac,XT4,2021,14617,White,Black,0,1,31995
BMW,X3,2020,18784,Gray,Black,0,1,29171
